Site name,UTM Zone,UTM Easting,UTM Northing
Control,20T,337534.02,5050328.02
Foster,20T,341457.66,5048366.8
45,20T,346237.33,5058507.76
Broad,20T,345324.86,5058403.59
Forks,20T,345678,5057604
Black Hole,20T,345953.96,5054645.95
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
